entidad_federativa,Unnamed: 0,municipio,distancia,grado_accesibilidad
Baja California,4259,Mexicali,0,Accesibilidad alta
Baja California,4260,Mexicali,"3,382.80",Accesibilidad muy baja
Baja California,4261,Mexicali,141.4,Accesibilidad alta
Baja California,4262,Mexicali,141.4,Accesibilidad alta
Baja California,4263,Mexicali,741.4,Accesibilidad alta
Baja California,4264,Mexicali,848.5,Accesibilidad alta
Baja California,4265,Mexicali,700,Accesibilidad alta
Baja California,4266,Mexicali,948.5,Accesibilidad alta
Baja California,4267,Mexicali,"1,414.20",Accesibilidad media
Baja California,4268,Mexicali,"1,589.90",Accesibilidad media
Baja California,4269,Mexicali,300,Accesibilidad alta
Baja California,4270,Mexicali,741.4,Accesibilidad alta
Baja California,4271,Mexicali,900,Accesibilidad alta
Baja California,4272,Mexicali,200,Accesibilidad alta
Baja California,4273,Mexicali,882.8,Accesibilidad alta
Baja California,4274,Mexicali,"1,272.80",Accesibilidad media
Baja California,4275,Mexicali,900,Accesibilidad alta
Baja California,4276,Mexicali,"1,341.40",Accesibilidad media
Baja California,4277,Mexicali,"2,182.80",Accesibilidad muy baja
Baja California,4278,Mexicali,"1,200.00",Accesibilidad media
Baja California,4279,Mexicali,241.4,Accesibilidad muy alta
Baja California,4280,Mexicali,0,Accesibilidad alta
Baja California,4281,Mexicali,100,Accesibilidad muy alta
Baja California,4282,Mexicali,0,Accesibilidad alta
Baja California,4283,Mexicali,100,Accesibilidad alta
Baja California,4284,Mexicali,"2,082.80",Accesibilidad muy baja
Baja California,4285,Mexicali,"1,424.30",Accesibilidad media
Baja California,4286,Mexicali,907.1,Accesibilidad alta
Baja California,4287,Mexicali,989.9,Accesibilidad alta
Baja California,4288,Mexicali,0,Accesibilidad alta
Baja California,4289,Mexicali,"2,000.00",Accesibilidad muy baja
Baja California,4290,Mexicali,"1,541.40",Accesibilidad media
Baja California,4291,Mexicali,800,Accesibilidad alta
Baja California,4292,Mexicali,"1,182.80",Accesibilidad media
Baja California,4293,Mexicali,982.8,Accesibilidad alta
Baja California,4294,Mexicali,500,Accesibilidad alta
Baja California,4295,Mexicali,"1,400.00",Accesibilidad media
Baja California,4296,Mexicali,"1,100.00",Accesibilidad media
Baja California,4297,Mexicali,100,Accesibilidad alta
Baja California,4298,Mexicali,100,Accesibilidad alta
Baja California,4299,Mexicali,0,Accesibilidad alta
Baja California,4300,Mexicali,100,Accesibilidad muy alta
Baja California,4301,Mexicali,641.4,Accesibilidad alta
Baja California,4302,Mexicali,"1,600.00",Accesibilidad media
Baja California,4303,Mexicali,100,Accesibilidad muy alta
Baja California,4304,Mexicali,300,Accesibilidad alta
Baja California,4305,Mexicali,"1,200.00",Accesibilidad media
Baja California,4306,Mexicali,300,Accesibilidad alta
Baja California,4307,Mexicali,"4,395.00",Accesibilidad muy baja
Baja California,4308,Mexicali,100,Accesibilidad alta
Baja California,4309,Mexicali,707.1,Accesibilidad alta
Baja California,4310,Mexicali,"2,700.00",Accesibilidad muy baja
Baja California,4311,Mexicali,941.4,Accesibilidad alta
Baja California,4312,Mexicali,600,Accesibilidad alta
Baja California,4313,Mexicali,882.8,Accesibilidad muy alta
Baja California,4314,Mexicali,"1,500.00",Accesibilidad media
Baja California,4315,Mexicali,"1,541.40",Accesibilidad media
Baja California,4316,Mexicali,"1,000.00",Accesibilidad alta
Baja California,4317,Mexicali,600,Accesibilidad alta
Baja California,4318,Mexicali,400,Accesibilidad alta
Baja California,4319,Mexicali,"1,541.40",Accesibilidad media
Baja California,4320,Mexicali,341.4,Accesibilidad alta
Baja California,4321,Mexicali,"1,089.90",Accesibilidad baja
Baja California,4322,Mexicali,"1,600.00",Accesibilidad media
Baja California,4323,Mexicali,"2,400.00",Accesibilidad muy baja
Baja California,4324,Mexicali,765.7,Accesibilidad alta
Baja California,4325,Mexicali,"1,589.90",Accesibilidad baja
Baja California,4326,Mexicali,0,Accesibilidad muy alta
Baja California,4327,Mexicali,100,Accesibilidad alta
Baja California,4328,Mexicali,100,Accesibilidad alta
Baja California,4329,Mexicali,100,Accesibilidad muy alta
Baja California,4330,Mexicali,100,Accesibilidad alta
Baja California,4331,Mexicali,"1,000.00",Accesibilidad muy alta
Baja California,4332,Mexicali,300,Accesibilidad alta
Baja California,4333,Mexicali,"3,114.20",Accesibilidad muy baja
Baja California,4334,Mexicali,100,Accesibilidad muy alta
Baja California,4335,Mexicali,300,Accesibilidad alta
Baja California,4336,Mexicali,200,Accesibilidad alta
Baja California,4337,Mexicali,241.4,Accesibilidad alta
Baja California,4338,Mexicali,100,Accesibilidad alta
Baja California,4339,Mexicali,948.5,Accesibilidad alta
Baja California,4340,Mexicali,500,Accesibilidad alta
Baja California,4341,Mexicali,100,Accesibilidad alta
Baja California,4342,Mexicali,400,Accesibilidad alta
Baja California,4343,Mexicali,100,Accesibilidad alta
Baja California,4344,Mexicali,600,Accesibilidad alta
Baja California,4345,Mexicali,"2,000.00",Accesibilidad muy baja
Baja California,4346,Mexicali,707.1,Accesibilidad alta
Baja California,4347,Mexicali,600,Accesibilidad muy alta
Baja California,4348,Mexicali,765.7,Accesibilidad alta
Baja California,4349,Mexicali,341.4,Accesibilidad alta
Baja California,4350,Mexicali,900,Accesibilidad alta
Baja California,4351,Mexicali,200,Accesibilidad alta
Baja California,4352,Mexicali,100,Accesibilidad alta
Baja California,4353,Mexicali,0,Accesibilidad muy alta
Baja California,4354,Mexicali,807.1,Accesibilidad alta
Baja California,4355,Mexicali,"1,000.00",Accesibilidad alta
Baja California,4356,Mexicali,0,Accesibilidad alta
Baja California,4357,Mexicali,0,Accesibilidad alta
Baja California,4358,Mexicali,441.4,Accesibilidad alta
Baja California,4359,Mexicali,"1,265.70",Accesibilidad media
Baja California,4360,Mexicali,"3,565.70",Accesibilidad muy baja
Baja California,4361,Mexicali,"3,541.40",Accesibilidad muy baja
Baja California,4362,Mexicali,"3,700.00",Accesibilidad muy baja
Baja California,4363,Mexicali,"1,182.80",Accesibilidad media
Baja California,4364,Mexicali,"1,200.00",Accesibilidad media
Baja California,4365,Mexicali,"1,400.00",Accesibilidad media
Baja California,4366,Mexicali,765.7,Accesibilidad muy alta
Baja California,4367,Mexicali,"1,141.40",Accesibilidad media
Baja California,4368,Mexicali,582.8,Accesibilidad alta
Baja California,4369,Mexicali,100,Accesibilidad alta
Baja California,4370,Mexicali,282.8,Accesibilidad alta
Baja California,4371,Mexicali,100,Accesibilidad muy alta
Baja California,4372,Mexicali,500,Accesibilidad alta
Baja California,4373,Mexicali,"3,631.40",Accesibilidad muy baja
Baja California,4374,Mexicali,"3,500.00",Accesibilidad muy baja
Baja California,4375,Mexicali,382.8,Accesibilidad alta
Baja California,4376,Mexicali,"2,400.00",Accesibilidad baja
Baja California,4377,Mexicali,424.3,Accesibilidad alta
Baja California,4378,Mexicali,"1,000.00",Accesibilidad alta
Baja California,4379,Mexicali,100,Accesibilidad alta
Baja California,4380,Mexicali,"2,400.00",Accesibilidad muy baja
Baja California,4381,Mexicali,"2,400.00",Accesibilidad muy baja
Baja California,4382,Mexicali,382.8,Accesibilidad alta
Baja California,4383,Mexicali,"1,200.00",Accesibilidad media
Baja California,4384,Mexicali,665.7,Accesibilidad alta
Baja California,4385,Mexicali,424.3,Accesibilidad alta
Baja California,4386,Mexicali,100,Accesibilidad alta
Baja California,4387,Mexicali,"1,131.40",Accesibilidad media
Baja California,4388,Mexicali,100,Accesibilidad alta
Baja California,4389,Mexicali,"2,331.40",Accesibilidad muy baja
Baja California,4390,Mexicali,100,Accesibilidad alta
Baja California,4391,Mexicali,341.4,Accesibilidad alta
Baja California,4392,Mexicali,"1,838.50",Accesibilidad media
Baja California,4393,Mexicali,"1,300.00",Accesibilidad media
Baja California,4394,Mexicali,282.8,Accesibilidad alta
Baja California,4395,Mexicali,"1,331.40",Accesibilidad media
Baja California,4396,Mexicali,"1,482.80",Accesibilidad media
Baja California,4397,Mexicali,"1,024.30",Accesibilidad media
Baja California,4398,Mexicali,"1,231.40",Accesibilidad media
Baja California,4399,Mexicali,"1,641.40",Accesibilidad media
Baja California,4400,Mexicali,100,Accesibilidad alta
Baja California,4401,Mexicali,0,Accesibilidad alta
Baja California,4402,Mexicali,"2,341.40",Accesibilidad muy baja
Baja California,4403,Mexicali,282.8,Accesibilidad muy alta
Baja California,4404,Mexicali,"1,372.80",Accesibilidad baja
Baja California,4405,Mexicali,"1,941.40",Accesibilidad media
Baja California,4406,Mexicali,0,Accesibilidad alta
Baja California,4407,Mexicali,800,Accesibilidad alta
Baja California,4408,Mexicali,"1,372.80",Accesibilidad media
Baja California,4409,Mexicali,989.9,Accesibilidad alta
Baja California,4410,Mexicali,"1,507.10",Accesibilidad media
Baja California,4411,Mexicali,100,Accesibilidad alta
Baja California,4412,Mexicali,100,Accesibilidad alta
Baja California,4413,Mexicali,100,Accesibilidad alta
Baja California,4414,Mexicali,707.1,Accesibilidad muy alta
Baja California,4415,Mexicali,400,Accesibilidad alta
Baja California,4416,Mexicali,582.8,Accesibilidad alta
Baja California,4417,Mexicali,241.4,Accesibilidad alta
Baja California,4418,Mexicali,765.7,Accesibilidad alta
Baja California,4419,Mexicali,0,Accesibilidad alta
Baja California,4420,Mexicali,241.4,Accesibilidad muy alta
Baja California,4421,Mexicali,100,Accesibilidad alta
Baja California,4422,Mexicali,"1,200.00",Accesibilidad media
Baja California,4423,Mexicali,500,Accesibilidad alta
Baja California,4424,Mexicali,600,Accesibilidad alta
Baja California,4425,Mexicali,765.7,Accesibilidad muy alta
Baja California,4426,Mexicali,"1,200.00",Accesibilidad media
Baja California,4427,Mexicali,200,Accesibilidad alta
Baja California,4428,Mexicali,"2,379.90",Accesibilidad muy baja
Baja California,4429,Mexicali,100,Accesibilidad alta
Baja California,4430,Mexicali,"1,797.10",Accesibilidad media
Baja California,4431,Mexicali,241.4,Accesibilidad alta
Baja California,4432,Mexicali,841.4,Accesibilidad alta
Baja California,4433,Mexicali,700,Accesibilidad alta
Baja California,4434,Mexicali,100,Accesibilidad alta
Baja California,4435,Mexicali,550,Accesibilidad alta
Baja California,4436,Mexicali,"1,100.00",Accesibilidad media
Baja California,4437,Mexicali,141.4,Accesibilidad muy alta
Baja California,4438,Mexicali,"1,300.00",Accesibilidad media
Baja California,4439,Mexicali,200,Accesibilidad alta
Baja California,4440,Mexicali,200,Accesibilidad alta
Baja California,4441,Mexicali,0,Accesibilidad alta
Baja California,4442,Mexicali,800,Accesibilidad alta
Baja California,4443,Mexicali,0,Accesibilidad muy alta
Baja California,4444,Mexicali,300,Accesibilidad muy alta
Baja California,4445,Mexicali,100,Accesibilidad alta
Baja California,4446,Mexicali,0,Accesibilidad alta
Baja California,4447,Mexicali,200,Accesibilidad alta
Baja California,4448,Mexicali,"2,265.70",Accesibilidad muy baja
Baja California,4449,Mexicali,"1,800.00",Accesibilidad media
Baja California,4450,Mexicali,200,Accesibilidad alta
Baja California,4451,Mexicali,100,Accesibilidad muy alta
Baja California,4452,Mexicali,400,Accesibilidad alta
Baja California,4453,Mexicali,0,Accesibilidad muy alta
Baja California,4454,Mexicali,382.8,Accesibilidad alta
Baja California,4455,Mexicali,100,Accesibilidad muy alta
Baja California,4456,Mexicali,"2,400.00",Accesibilidad muy baja
Baja California,4457,Mexicali,"1,741.40",Accesibilidad media
Baja California,4458,Mexicali,"1,382.80",Accesibilidad media
Baja California,4459,Mexicali,"1,655.60",Accesibilidad baja
Baja California,4460,Mexicali,400,Accesibilidad alta
Baja California,4461,Mexicali,300,Accesibilidad alta
Baja California,4462,Mexicali,200,Accesibilidad alta
Baja California,4463,Mexicali,"2,000.00",Accesibilidad muy baja
Baja California,4464,Mexicali,482.8,Accesibilidad alta
Baja California,4465,Mexicali,0,Accesibilidad muy alta
Baja California,4466,Mexicali,"1,041.40",Accesibilidad media
Baja California,4467,Mexicali,0,Accesibilidad alta
Baja California,4468,Mexicali,600,Accesibilidad alta
Baja California,4469,Mexicali,582.8,Accesibilidad alta
Baja California,4470,Mexicali,"1,838.50",Accesibilidad baja
Baja California,4471,Mexicali,"1,897.10",Accesibilidad media
Baja California,4472,Mexicali,141.4,Accesibilidad alta
Baja California,4473,Mexicali,100,Accesibilidad alta
Baja California,4474,Mexicali,800,Accesibilidad alta
Baja California,4475,Mexicali,"1,472.80",Accesibilidad media
Baja California,4476,Mexicali,0,Accesibilidad alta
Baja California,4477,Mexicali,100,Accesibilidad muy alta
Baja California,4478,Mexicali,"2,900.00",Accesibilidad baja
Baja California,4479,Mexicali,900,Accesibilidad alta
Baja California,4480,Mexicali,"1,241.40",Accesibilidad media
Baja California,4481,Mexicali,141.4,Accesibilidad muy alta
Baja California,4482,Mexicali,"1,838.50",Accesibilidad media
Baja California,4483,Mexicali,"1,600.00",Accesibilidad media
Baja California,4484,Mexicali,"1,119.20",Accesibilidad media
Baja California,4485,Mexicali,"1,500.00",Accesibilidad media
Baja California,4486,Mexicali,"1,889.90",Accesibilidad media
Baja California,4487,Mexicali,441.4,Accesibilidad alta
Baja California,4488,Mexicali,0,Accesibilidad muy alta
Baja California,4489,Mexicali,632.8,Accesibilidad alta
Baja California,4490,Mexicali,"3,300.00",Accesibilidad muy baja
Baja California,4491,Mexicali,100,Accesibilidad alta
Baja California,4492,Mexicali,"1,131.40",Accesibilidad media
Baja California,4493,Mexicali,382.8,Accesibilidad alta
Baja California,4494,Mexicali,300,Accesibilidad alta
Baja California,4495,Mexicali,"2,124.30",Accesibilidad muy baja
Baja California,4496,Mexicali,524.3,Accesibilidad alta
Baja California,4497,Mexicali,400,Accesibilidad alta
Baja California,4498,Mexicali,100,Accesibilidad alta
Baja California,4499,Mexicali,"2,462.70",Accesibilidad muy baja
Baja California,4500,Mexicali,141.4,Accesibilidad muy alta
Baja California,4501,Mexicali,100,Accesibilidad muy alta
Baja California,4502,Mexicali,700,Accesibilidad alta
Baja California,4503,Mexicali,141.4,Accesibilidad muy alta
Baja California,4504,Mexicali,0,Accesibilidad muy alta
Baja California,4505,Mexicali,"1,200.00",Accesibilidad baja
Baja California,4506,Mexicali,100,Accesibilidad alta
Baja California,4507,Mexicali,100,Accesibilidad alta
Baja California,4508,Mexicali,382.8,Accesibilidad alta
Baja California,4509,Mexicali,"1,189.90",Accesibilidad media
Baja California,4510,Mexicali,"1,514.20",Accesibilidad media
Baja California,4511,Mexicali,"1,200.00",Accesibilidad media
Baja California,4512,Mexicali,"2,179.90",Accesibilidad muy baja
Baja California,4513,Mexicali,141.4,Accesibilidad alta
Baja California,4514,Mexicali,"2,000.00",Accesibilidad muy baja
Baja California,4515,Mexicali,0,Accesibilidad alta
Baja California,4516,Mexicali,"2,221.30",Accesibilidad muy baja
Baja California,4517,Mexicali,"1,100.00",Accesibilidad baja
Baja California,4518,Mexicali,982.8,Accesibilidad alta
Baja California,4519,Mexicali,0,Accesibilidad alta
Baja California,4520,Mexicali,"2,000.00",Accesibilidad muy baja
Baja California,4521,Mexicali,141.4,Accesibilidad alta
Baja California,4522,Mexicali,"2,524.30",Accesibilidad muy baja
Baja California,4523,Mexicali,100,Accesibilidad alta
Baja California,4524,Mexicali,541.4,Accesibilidad alta
Baja California,4525,Mexicali,0,Accesibilidad alta
Baja California,4526,Mexicali,"2,932.80",Accesibilidad muy baja
Baja California,4527,Mexicali,"4,795.00",Accesibilidad muy baja
Baja California,4528,Mexicali,341.4,Accesibilidad alta
Baja California,4529,Mexicali,665.7,Accesibilidad alta
Baja California,4530,Mexicali,100,Accesibilidad alta
Baja California,4531,Mexicali,200,Accesibilidad alta
Baja California,4532,Mexicali,700,Accesibilidad alta
Baja California,4533,Mexicali,100,Accesibilidad alta
Baja California,4534,Mexicali,"2,400.00",Accesibilidad muy baja
Baja California,4535,Mexicali,"1,000.00",Accesibilidad alta
Baja California,4536,Mexicali,0,Accesibilidad alta
Baja California,4537,Mexicali,"1,382.80",Accesibilidad media
Baja California,4538,Mexicali,765.7,Accesibilidad alta
Baja California,4539,Mexicali,100,Accesibilidad alta
Baja California,4540,Mexicali,"2,241.40",Accesibilidad muy baja
Baja California,4541,Mexicali,200,Accesibilidad alta
Baja California,4542,Mexicali,350,Accesibilidad alta
Baja California,4543,Mexicali,707.1,Accesibilidad alta
Baja California,4544,Mexicali,350,Accesibilidad alta
Baja California,4545,Mexicali,565.7,Accesibilidad alta
Baja California,4546,Mexicali,100,Accesibilidad alta
Baja California,4547,Mexicali,0,Accesibilidad alta
Baja California,4548,Mexicali,"1,641.40",Accesibilidad media
Baja California,4549,Mexicali,0,Accesibilidad muy alta
Baja California,4550,Mexicali,382.8,Accesibilidad alta
Baja California,4551,Mexicali,141.4,Accesibilidad alta
Baja California,4552,Mexicali,100,Accesibilidad alta
Baja California,4553,Mexicali,0,Accesibilidad muy alta
Baja California,4554,Mexicali,100,Accesibilidad alta
Baja California,4555,Mexicali,500,Accesibilidad alta
Baja California,4556,Mexicali,641.4,Accesibilidad alta
Baja California,4557,Mexicali,200,Accesibilidad alta
Baja California,4558,Mexicali,"1,300.00",Accesibilidad media
Baja California,4559,Mexicali,"2,397.10",Accesibilidad muy baja
Baja California,4560,Mexicali,100,Accesibilidad alta
Baja California,4561,Mexicali,"1,282.80",Accesibilidad media
Baja California,4562,Mexicali,400,Accesibilidad alta
Baja California,4563,Mexicali,282.8,Accesibilidad alta
Baja California,4564,Mexicali,"2,353.60",Accesibilidad muy baja
Baja California,4565,Mexicali,"1,641.40",Accesibilidad baja
Baja California,4566,Mexicali,"1,041.40",Accesibilidad media
Baja California,4567,Mexicali,382.8,Accesibilidad alta
Baja California,4568,Mexicali,0,Accesibilidad alta
Baja California,4569,Mexicali,"2,965.70",Accesibilidad muy baja
Baja California,4570,Mexicali,100,Accesibilidad alta
Baja California,4571,Mexicali,500,Accesibilidad alta
Baja California,4572,Mexicali,600,Accesibilidad alta
Baja California,4573,Mexicali,"1,600.00",Accesibilidad media
Baja California,4574,Mexicali,0,Accesibilidad alta
Baja California,4575,Mexicali,300,Accesibilidad alta
Baja California,4576,Mexicali,665.7,Accesibilidad alta
Baja California,4577,Mexicali,682.8,Accesibilidad alta
Baja California,4578,Mexicali,"1,614.20",Accesibilidad media
Baja California,4579,Mexicali,"1,589.90",Accesibilidad media
Baja California,4580,Mexicali,824.3,Accesibilidad alta
Baja California,4581,Mexicali,200,Accesibilidad alta
Baja California,4582,Mexicali,141.4,Accesibilidad muy alta
Baja California,4583,Mexicali,"2,448.50",Accesibilidad muy baja
Baja California,4584,Mexicali,100,Accesibilidad alta
Baja California,4585,Mexicali,"1,300.00",Accesibilidad baja
Baja California,4586,Mexicali,900,Accesibilidad alta
Baja California,4587,Mexicali,500,Accesibilidad alta
Baja California,4588,Mexicali,100,Accesibilidad alta
Baja California,4589,Mexicali,100,Accesibilidad muy alta
Baja California,4590,Mexicali,100,Accesibilidad alta
Baja California,4591,Mexicali,500,Accesibilidad alta
Baja California,4592,Mexicali,948.5,Accesibilidad muy alta
Baja California,4593,Mexicali,424.3,Accesibilidad muy alta
Baja California,4594,Mexicali,241.4,Accesibilidad alta
Baja California,4595,Mexicali,100,Accesibilidad muy alta
Baja California,4596,Mexicali,100,Accesibilidad alta
Baja California,4597,Mexicali,0,Accesibilidad alta
Baja California,4598,Mexicali,948.5,Accesibilidad alta
Baja California,4599,Mexicali,"1,900.00",Accesibilidad media
Baja California,4600,Mexicali,200,Accesibilidad alta
Baja California,4601,Mexicali,100,Accesibilidad alta
Baja California,4602,Mexicali,141.4,Accesibilidad alta
Baja California,4603,Mexicali,665.7,Accesibilidad alta
Baja California,4604,Mexicali,200,Accesibilidad alta
Baja California,4605,Mexicali,100,Accesibilidad muy alta
Baja California,4606,Mexicali,"3,515.70",Accesibilidad muy baja
Baja California,4607,Mexicali,0,Accesibilidad alta
Baja California,4608,Mexicali,541.4,Accesibilidad alta
Baja California,4609,Mexicali,"1,472.80",Accesibilidad media
Baja California,4610,Mexicali,665.7,Accesibilidad alta
Baja California,4611,Mexicali,100,Accesibilidad muy alta
Baja California,4612,Mexicali,100,Accesibilidad muy alta
Baja California,4613,Mexicali,200,Accesibilidad muy alta
Baja California,4614,Mexicali,"1,265.70",Accesibilidad media
Baja California,4615,Mexicali,"2,689.90",Accesibilidad muy baja
Baja California,4616,Mexicali,0,Accesibilidad alta
Baja California,4617,Mexicali,0,Accesibilidad alta
Baja California,4618,Mexicali,100,Accesibilidad alta
Baja California,4619,Mexicali,100,Accesibilidad alta
Baja California,4620,Mexicali,241.4,Accesibilidad alta
Baja California,4621,Mexicali,800,Accesibilidad alta
Baja California,4622,Mexicali,241.4,Accesibilidad alta
Baja California,4623,Mexicali,641.4,Accesibilidad alta
Baja California,4624,Mexicali,100,Accesibilidad alta
Baja California,4625,Mexicali,200,Accesibilidad alta
Baja California,4626,Mexicali,"2,321.30",Accesibilidad muy baja
Baja California,4627,Mexicali,141.4,Accesibilidad alta
Baja California,4628,Mexicali,541.4,Accesibilidad alta
Baja California,4629,Mexicali,200,Accesibilidad alta
Baja California,4630,Mexicali,282.8,Accesibilidad muy alta
Baja California,4631,Mexicali,100,Accesibilidad muy alta
Baja California,4632,Mexicali,"1,007.10",Accesibilidad media
Baja California,4633,Mexicali,"1,000.00",Accesibilidad alta
Baja California,4634,Mexicali,382.8,Accesibilidad alta
Baja California,4635,Mexicali,800,Accesibilidad alta
Baja California,4636,Mexicali,600,Accesibilidad alta
Baja California,4637,Mexicali,100,Accesibilidad alta
Baja California,4638,Mexicali,200,Accesibilidad muy alta
Baja California,4639,Mexicali,100,Accesibilidad alta
Baja California,4640,Mexicali,200,Accesibilidad muy alta
Baja California,4641,Mexicali,"1,182.80",Accesibilidad media
Baja California,4642,Mexicali,100,Accesibilidad alta
Baja California,4643,Mexicali,"1,189.90",Accesibilidad media
Baja California,4644,Mexicali,"3,024.30",Accesibilidad muy baja
Baja California,4645,Mexicali,0,Accesibilidad alta
Baja California,4646,Mexicali,100,Accesibilidad alta
Baja California,4647,Mexicali,700,Accesibilidad alta
Baja California,4648,Mexicali,"2,841.40",Accesibilidad muy baja
Baja California,4649,Mexicali,100,Accesibilidad alta
Baja California,4650,Mexicali,141.4,Accesibilidad alta
Baja California,4651,Mexicali,"2,782.80",Accesibilidad muy baja
Baja California,4652,Mexicali,"3,421.30",Accesibilidad muy baja
Baja California,4653,Mexicali,800,Accesibilidad alta
Baja California,4654,Mexicali,0,Accesibilidad muy alta
Baja California,4655,Mexicali,100,Accesibilidad muy alta
Baja California,4656,Mexicali,"1,600.00",Accesibilidad media
Baja California,4657,Mexicali,"2,362.70",Accesibilidad muy baja
Baja California,4658,Mexicali,"2,500.00",Accesibilidad muy baja
Baja California,4659,Mexicali,200,Accesibilidad alta
Baja California,4660,Mexicali,"2,100.00",Accesibilidad muy baja
Baja California,4661,Mexicali,700,Accesibilidad muy alta
Baja California,4662,Mexicali,"3,500.00",Accesibilidad muy baja
Baja California,4663,Mexicali,100,Accesibilidad alta
Baja California,4664,Mexicali,400,Accesibilidad alta
Baja California,4665,Mexicali,"1,000.00",Accesibilidad muy alta
Baja California,4666,Mexicali,100,Accesibilidad alta
Baja California,4667,Mexicali,100,Accesibilidad alta
Baja California,4668,Mexicali,741.4,Accesibilidad alta
Baja California,4669,Mexicali,424.3,Accesibilidad alta
Baja California,4670,Mexicali,100,Accesibilidad alta
Baja California,4671,Mexicali,800,Accesibilidad alta
Baja California,4672,Mexicali,341.4,Accesibilidad muy alta
Baja California,4673,Mexicali,400,Accesibilidad alta
Baja California,4674,Mexicali,841.4,Accesibilidad alta
Baja California,4675,Mexicali,541.4,Accesibilidad alta
Baja California,4676,Mexicali,"1,782.80",Accesibilidad media
Baja California,4677,Mexicali,282.8,Accesibilidad alta
Baja California,4678,Mexicali,"1,400.00",Accesibilidad media
Baja California,4679,Mexicali,"1,841.40",Accesibilidad media
Baja California,4680,Mexicali,"1,307.10",Accesibilidad media
Baja California,4681,Mexicali,100,Accesibilidad alta
Baja California,4682,Mexicali,900,Accesibilidad alta
Baja California,4683,Mexicali,0,Accesibilidad alta
Baja California,4684,Mexicali,"1,000.00",Accesibilidad alta
Baja California,4685,Mexicali,"1,441.40",Accesibilidad media
Baja California,4686,Mexicali,500,Accesibilidad alta
Baja California,4687,Mexicali,"2,350.00",Accesibilidad muy baja
Baja California,4688,Mexicali,"3,387.00",Accesibilidad muy baja
Baja California,4689,Mexicali,100,Accesibilidad alta
Baja California,4690,Mexicali,100,Accesibilidad alta
Baja California,4691,Mexicali,100,Accesibilidad alta
Baja California,4692,Mexicali,500,Accesibilidad alta
Baja California,4693,Mexicali,424.3,Accesibilidad muy alta
Baja California,4694,Mexicali,"1,914.20",Accesibilidad media
Baja California,4695,Mexicali,541.4,Accesibilidad alta
Baja California,4696,Mexicali,100,Accesibilidad alta
Baja California,4697,Mexicali,"1,082.80",Accesibilidad media
Baja California,4698,Mexicali,900,Accesibilidad alta
Baja California,4699,Mexicali,"1,555.60",Accesibilidad media
Baja California,4700,Mexicali,"1,700.00",Accesibilidad media
Baja California,4701,Mexicali,"2,579.90",Accesibilidad muy baja
Baja California,4702,Mexicali,100,Accesibilidad alta
Baja California,4703,Mexicali,"1,700.00",Accesibilidad media
Baja California,4704,Mexicali,"1,041.40",Accesibilidad media
Baja California,4705,Mexicali,848.5,Accesibilidad alta
Baja California,4706,Mexicali,100,Accesibilidad muy alta
Baja California,4707,Mexicali,0,Accesibilidad alta
Baja California,4708,Mexicali,0,Accesibilidad alta
Baja California,4709,Mexicali,500,Accesibilidad alta
Baja California,4710,Mexicali,565.7,Accesibilidad alta
Baja California,4711,Mexicali,"2,600.00",Accesibilidad muy baja
Baja California,4712,Mexicali,0,Accesibilidad alta
Baja California,4713,Mexicali,400,Accesibilidad alta
Baja California,4714,Mexicali,"3,100.00",Accesibilidad muy baja
Baja California,4715,Mexicali,"1,041.40",Accesibilidad media
Baja California,4716,Mexicali,500,Accesibilidad alta
Baja California,4717,Mexicali,100,Accesibilidad alta
Baja California,4718,Mexicali,600,Accesibilidad muy alta
Baja California,4719,Mexicali,"2,600.00",Accesibilidad muy baja
Baja California,4720,Mexicali,282.8,Accesibilidad alta
Baja California,4721,Mexicali,"1,565.70",Accesibilidad media
Baja California,4722,Mexicali,"2,982.80",Accesibilidad muy baja
Baja California,4723,Mexicali,600,Accesibilidad alta
Baja California,4724,Mexicali,241.4,Accesibilidad alta
Baja California,4725,Mexicali,"1,900.00",Accesibilidad baja
Baja California,4726,Mexicali,100,Accesibilidad muy alta
Baja California,4727,Mexicali,"2,000.00",Accesibilidad muy baja
Baja California,4728,Mexicali,"1,200.00",Accesibilidad media
Baja California,4729,Mexicali,0,Accesibilidad alta
Baja California,4730,Mexicali,382.8,Accesibilidad alta
Baja California,4731,Mexicali,"1,655.60",Accesibilidad baja
Baja California,4732,Mexicali,141.4,Accesibilidad alta
Baja California,4733,Mexicali,"1,189.90",Accesibilidad media
Baja California,4734,Mexicali,200,Accesibilidad alta
Baja California,4735,Mexicali,100,Accesibilidad alta
Baja California,4736,Mexicali,"1,541.40",Accesibilidad media
Baja California,4737,Mexicali,141.4,Accesibilidad alta
Baja California,4738,Mexicali,400,Accesibilidad alta
Baja California,4739,Mexicali,241.4,Accesibilidad alta
Baja California,4740,Mexicali,"1,700.00",Accesibilidad media
Baja California,4741,Mexicali,"1,900.00",Accesibilidad media
Baja California,4742,Mexicali,141.4,Accesibilidad alta
Baja California,4743,Mexicali,"1,700.00",Accesibilidad media
Baja California,4744,Mexicali,807.1,Accesibilidad alta
Baja California,4745,Mexicali,100,Accesibilidad muy alta
Baja California,4746,Mexicali,"2,121.30",Accesibilidad baja
Baja California,4747,Mexicali,100,Accesibilidad muy alta
Baja California,4748,Mexicali,482.8,Accesibilidad alta
Baja California,4749,Mexicali,600,Accesibilidad alta
